WorkOrderID,ProductID,OrderQty,StockedQty,ScrappedQty,StartDate,EndDate,DueDate,ScrapReasonID,ModifiedDate,,
29867,783,81,663,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
29980,783,708,874,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
30047,783,10,643,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
30092,783,421,732,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
30284,783,662,431,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
30711,783,30,726,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
30905,783,292,683,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
31222,783,91,353,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
31596,783,74,712,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
32308,783,92,533,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
32488,783,76,426,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
32914,783,220,767,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
33096,783,72,354,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
33224,783,790,888,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
33348,783,59,419,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
33461,783,25,400,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
33705,783,892,327,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
33818,783,73,820,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
33907,783,263,878,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
33957,783,84,428,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
34371,783,67,565,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
34426,783,32,879,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
34483,783,265,745,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
35053,783,365,762,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
35181,783,576,859,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
35248,783,681,712,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
35412,783,41,801,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
35474,783,402,604,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
35899,783,235,831,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
36025,783,789,849,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
36200,783,746,489,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
36262,783,362,881,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
36936,783,736,609,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
37023,783,58,460,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
37102,783,141,460,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
37152,783,42,525,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
37310,783,33,324,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
37814,783,544,481,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
38523,783,611,510,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
38624,783,86,447,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
38939,783,481,601,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
39113,783,42,570,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
39519,783,31,745,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
39605,783,550,365,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
39680,783,70,892,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
39813,783,176,700,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
40383,783,8,625,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
40600,783,78,580,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
40775,783,54,853,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
41084,783,6,794,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
41341,783,5,701,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
41435,783,27,739,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
42351,783,104,616,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
42442,783,29,370,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
42524,783,68,800,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
42608,783,12,611,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
43128,783,44,655,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
43217,783,275,349,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
43300,783,57,733,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
43641,783,93,631,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
43735,783,151,482,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
43987,783,299,530,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
44162,783,78,344,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
44428,783,22,716,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
44811,783,95,512,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
44894,783,80,641,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
45070,783,142,780,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
45528,783,647,739,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
45609,783,244,586,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
45872,783,88,412,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
45974,783,795,418,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
46066,783,713,444,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
46155,783,742,722,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
46435,783,847,474,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
46596,783,13,330,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
47188,783,333,694,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
47873,783,808,508,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
48306,783,83,842,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
48662,783,433,306,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
48947,783,32,347,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
49941,783,52,547,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
50232,783,84,703,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
50774,783,44,689,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
50888,783,676,354,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
51003,783,57,830,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
51331,783,35,503,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
52445,783,64,326,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
52562,783,318,497,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
52743,783,68,301,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
52853,783,94,357,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
52953,783,53,790,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
53067,783,34,778,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
53483,783,848,763,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
53978,783,87,678,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
54329,783,543,389,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
54426,783,879,457,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
54702,783,599,317,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
55382,783,7,440,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
55662,783,3,333,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
56126,783,48,779,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
56594,783,205,710,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
56998,783,80,562,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
57093,783,32,648,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
57704,783,592,462,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
57803,783,93,810,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
57900,783,94,647,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
57994,783,77,489,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
58777,783,29,772,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
59058,783,377,364,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
59251,783,352,485,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
59444,783,737,668,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
59933,783,70,340,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
60882,783,519,696,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
60986,783,31,347,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
61376,783,51,884,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
62401,783,41,774,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
63106,783,207,650,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
63504,783,11,897,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
63890,783,90,773,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
63995,783,624,590,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
64467,783,58,584,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
64564,783,462,399,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
64883,783,71,398,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
65727,783,608,784,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
65829,783,263,552,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
66153,783,886,629,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
66238,783,427,750,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
66568,783,48,816,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
66790,783,740,515,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
67522,783,5,826,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
67629,783,102,748,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
67735,783,12,395,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
67842,783,90,473,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
68057,783,301,485,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
68268,783,867,375,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
68579,783,69,418,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
68687,783,180,491,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
68970,783,400,578,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
69074,783,138,715,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
69507,783,67,728,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
69813,783,212,638,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
69924,783,28,375,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
71011,783,537,436,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
71113,783,475,795,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
71224,783,120,711,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
71765,783,67,555,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
72280,783,12,482,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
72390,783,500,343,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
16203,779,68,741,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
16614,779,38,761,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
16659,779,884,572,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
16903,779,32,421,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
16959,779,220,517,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
17245,779,240,875,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
17942,779,467,489,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
18004,779,311,303,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
18510,779,272,550,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
18741,779,57,664,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
18853,779,610,802,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
18954,779,26,763,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
19542,779,80,386,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
19593,779,25,780,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
19963,779,48,385,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
20512,779,11,408,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
20566,779,690,855,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
20676,779,67,544,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
20809,779,38,480,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
21119,779,254,742,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
21210,779,327,786,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
21311,779,22,777,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
21646,779,90,493,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
22003,779,82,421,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
22175,779,243,501,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
22952,779,44,637,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
23004,779,33,837,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
23056,779,30,428,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
23153,779,74,466,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
23372,779,323,897,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
23478,779,75,595,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
23574,779,629,643,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
24312,779,380,485,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
24371,779,42,631,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
24481,779,102,813,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
24592,779,705,542,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
24827,779,733,331,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
25194,779,34,685,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
25423,779,78,802,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
25585,779,551,311,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
25757,779,774,886,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
25927,779,27,321,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
26232,779,33,616,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
26325,779,455,740,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
26403,779,482,602,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
26465,779,106,479,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
26676,779,723,690,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
26728,779,373,772,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
26784,779,71,650,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
26871,779,55,414,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
26983,779,40,706,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
27038,779,12,640,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
27085,779,754,824,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
27510,779,54,725,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
27949,779,55,433,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
28129,779,42,613,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
28183,779,65,633,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
28336,779,44,335,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
28486,779,653,368,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
28606,779,428,656,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
28639,779,746,696,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
28698,779,77,815,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
29025,779,12,565,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
29091,779,83,459,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
29491,779,472,735,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
29698,779,868,493,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
30045,779,218,692,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
30350,779,67,865,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
30758,779,758,397,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
31276,779,83,391,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
31485,779,90,438,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
31817,779,95,871,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
31925,779,96,383,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
32152,779,105,613,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
32546,779,56,371,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
33032,779,700,896,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
33283,779,226,563,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
33588,779,316,533,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
33646,779,848,305,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
33703,779,67,647,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
33759,779,14,568,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
33904,779,48,485,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
34200,779,884,837,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
34605,779,900,353,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
34887,779,42,549,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
34996,779,92,703,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
35113,779,508,823,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
35355,779,189,315,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
35534,779,779,578,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
35658,779,804,543,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
35775,779,10,487,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
36474,779,434,646,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
36840,779,744,328,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
37022,779,355,510,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
37642,779,73,365,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
37726,779,97,614,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
37812,779,883,401,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
37904,779,6,491,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
38697,779,15,544,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
38935,779,420,890,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
39516,779,393,314,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
39602,779,30,744,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
39810,779,501,648,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
40381,779,40,802,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
40518,779,58,509,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
40936,779,737,767,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
41082,779,18,435,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
41160,779,452,791,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
41255,779,390,656,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
41510,779,621,898,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
42605,779,64,468,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
42947,779,8,405,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
43037,779,3,583,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
43449,779,81,789,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
43539,779,60,438,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
43818,779,22,720,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
43904,779,530,607,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
44072,779,82,718,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
44252,779,9,347,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
44344,779,650,553,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
44424,779,325,370,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
44807,779,678,536,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
44891,779,149,615,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
45161,779,31,407,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
45342,779,51,794,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
45524,779,26,873,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
45606,779,816,340,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
45695,779,474,366,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
45870,779,82,551,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
46246,779,21,532,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
46432,779,166,867,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
47185,779,45,731,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
47267,779,766,672,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
47365,779,176,727,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
47771,779,76,539,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
48660,779,5,331,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
48748,779,712,691,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
49306,779,6,834,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
49391,779,585,762,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
49485,779,544,742,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
49589,779,590,714,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
49765,779,51,822,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
49851,779,32,686,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
49937,779,76,303,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
50036,779,94,753,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
50230,779,645,553,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
51000,779,72,869,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
51118,779,100,701,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
51230,779,37,891,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
51721,779,423,548,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
52023,779,800,762,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
52344,779,77,738,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
52740,779,210,354,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
52851,779,162,389,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
52949,779,25,308,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
53063,779,202,804,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
53174,779,740,835,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
53267,779,183,418,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
54793,779,873,413,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
54891,779,76,525,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
54987,779,56,344,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
55084,779,51,888,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
55193,779,119,519,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
55471,779,66,473,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
55659,779,747,860,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
56028,779,36,724,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
56122,779,325,483,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
56899,779,15,593,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
56995,779,143,685,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
57182,779,103,887,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
57284,779,52,386,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
57601,779,418,557,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
57700,779,32,319,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
57800,779,65,444,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
57898,779,18,417,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
58088,779,869,518,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
58287,779,656,596,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
58472,779,94,755,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
58581,779,42,468,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
58776,779,505,856,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
58967,779,314,770,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
59055,779,91,321,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
59248,779,312,815,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
59344,779,336,802,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
59539,779,6,512,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
59930,779,1,697,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
60300,779,277,556,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
60687,779,53,488,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
60983,779,361,664,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
61079,779,25,315,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
61583,779,3,739,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
62100,779,97,501,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
62573,779,654,349,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
63325,779,758,865,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
63501,779,606,638,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
64169,779,837,384,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
64268,779,710,542,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
64361,779,55,397,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
64989,779,269,446,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
65097,779,46,443,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
65612,779,621,436,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
66151,779,65,705,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
66234,779,407,527,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
66346,779,236,386,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
66681,779,46,743,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
66900,779,82,831,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
67007,779,326,633,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
67210,779,383,780,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
67407,779,744,369,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
67625,779,54,363,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
67942,779,47,762,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
68265,779,405,387,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
68359,779,97,628,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
68466,779,510,397,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
69071,779,46,350,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
69504,779,856,330,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
69703,779,78,371,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
70151,779,836,493,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
